route_no,direction_no,latitude,longitude,yaw,score,image_name,direction
113,0,40.42632232,-80.01099016,205.3890381,50,9Y-IX7_4TYbTR-kp9W_HLg,Head south on Dilworth St toward Sandwich Way
113,1,40.42587404,-80.01120284,205.3557434,154,JjYTjU269v44X9GzTsf2dw,Turn left onto Sandwich Way
113,2,40.42524817,-80.00988305,110.8425369,495,aOdPxoKn5kwZ_7lB9AjKIg,Turn left onto Southern Ave
113,3,40.4287699,-80.00750483,78.25300598,71,hwKv4hI-_BMUh-cwqlFVng,Turn left onto Shiloh St
113,4,40.42928405,-80.00731517,355.3108215,478,BRn1vgnaXRXSDqHblq3Nyw,Turn left at the 1st cross street onto Virginia Ave
113,5,40.43139561,-80.01197841,280.5476685,1248,w-s39We7TiXwY6eZqqg_TA,[goal]
114,0,40.43733491,-80.02782171,16.31669807,164,ksEu6ekegOTgskJLyC28mA,Head north on Fingal St toward Greenleaf St
114,1,40.43885229,-80.02738098,15.78286171,78,ZOUVrATLJUmMxTvfTwRScw,Turn left at the 1st cross street onto Greenleaf St
114,2,40.43909401,-80.02804808,267.619812,41,ocMSGsygFiFKvDevNVUrEQ,Turn right onto Bradley St
114,3,40.43923436,-80.02820093,17.55767632,175,fQAluYSHQoNZHuRm7jUzBQ,Turn left onto Lizardi Way
114,4,40.43911182,-80.0299179,268.578949,458,a1vja9oB_LG3TXhBv4osOA,[goal]
115,0,40.43649334,-80.00029716,291.480835,199,y9UUlLnaSppoQx_5mRwN5A,Head northwest on Fort Pitt Blvd toward Smithfield St
115,1,40.43730051,-80.00240077,290.8642273,513,Q7JODnpI7E2-JcZGgqqwWw,Turn left at Wood St
115,2,40.4348694,-79.99820725,113.8123016,712,SDWb71-bbQnuAekk9TZyxw,[goal]
116,0,40.44183839,-79.99524353,214.3954773,107,ObpugmiJ8Oz5tZ-4Edwa6A,Head southwest on Grant St toward Sixth Avenue
116,1,40.4409469,-79.99583289,213.4989471,387,aWLvxEXy0nJubVP7rSA5KQ,Turn right onto Sixth Avenue
116,2,40.4422476,-79.9997912,326.1391296,170,rXhWGquCcbEPX-qBqWqQ8A,Turn left onto Liberty Ave
116,3,40.44199339,-80.00154901,255.9080811,136,2T4k39xPyTZK4OEvzCux6w,Turn right onto 6th St
116,4,40.44290853,-80.00224275,335.7515259,800,wpFgW2JcKehfOi89R1V5Rg,[goal]
117,0,40.43705583,-79.99829872,32.16296387,440,CeQYJJq_rovKSmJ4EowucA,Head northeast on Grant St toward Third Avenue
117,1,40.44056515,-79.99596019,34.16096497,397,_A05GVA7v6u4mw4nRss4hw,Turn left onto Sixth Avenue
117,2,40.4422476,-79.9997912,326.1391296,95,rXhWGquCcbEPX-qBqWqQ8A,Continue straight onto 7th St
117,3,40.44311209,-80.000208,336.577301,214,qc1W-d2SB2jZ9dkt6_os4w,Turn left onto Penn Ave
117,4,40.44267082,-80.00237304,255.4595795,1146,llaYl6ZGNYeaTfVZSMAPhw,[goal]
118,0,40.4379257,-79.99429153,207.4395599,184,HPu03S9RivOhDJarHSNT-Q,Head south toward Crosstown Blvd
118,1,40.43630802,-79.9946185,166.5834045,264,vX_fGJWWyGUXvlyfySb0Kg,Merge onto Crosstown Blvd
118,2,40.43413818,-79.995834,214.8825684,448,sDZI8QChbhPsBVLGUt45JQ,[goal]
119,0,40.42690406,-80.00042225,271.5289307,406,uIVuRcnkKyjWbW4Ha55Eqw,Head west on Bailey Ave toward Etta St
119,1,40.42702966,-80.00528233,271.7993774,294,AzSHKnItPlg9jrmmYcwqiQ,"At Fox ' s Pizza Den , continue onto Boggs Ave"
119,2,40.42577302,-80.00813932,212.6970673,42,NBLay-ToFZ7wetKGdA9_mw,Turn right onto Whitworth St
119,3,40.42569209,-80.00844108,290.0395203,50,neIqKbVonPH6LGZp_jHHCw,Turn left onto Burson Way
119,4,40.4255482,-80.00883933,212.1780243,792,xnqeR4znQ0eXLohKOS1YEg,[goal]
120,0,40.4305586,-79.99643939,210.7949219,114,UZJtrII9dbURiCMiTq5BPg,Head southwest on Terminal Way toward E Carson St
120,1,40.42958009,-79.99701816,207.5666199,405,_YWl6zBvVwq4C8KiM7uXVQ,Turn right onto E Carson St
120,2,40.43086971,-80.0013148,289.8306885,108,kR2KNDU4OfkHrsNmHl8ePw,Sharp left onto Arlington Ave
120,3,40.4303706,-80.00074988,115.9561768,249,iqFXGnFVagVPwFD-pLzCVg,Turn right onto E Sycamore St
120,4,40.43043897,-80.00279862,238.7717896,876,XUhHvX2vIqiBaVXlfRmOKw,[goal]
121,0,40.43134498,-80.00892251,220.9646759,72,XD2GnydHIjW3k7QQ7NUrbg,Head southwest on Maple Terrace toward Beam Way
121,1,40.43076473,-80.00945214,223.5735474,231,T3yjckSdEz9Bhi6AgpVknw,Turn left at the 2nd cross street onto Virginia Ave
121,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
121,3,40.42900578,-80.0072924,175.3001099,98,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
121,4,40.42863008,-80.00817729,247.2175903,472,Ke0KDkFVrw87rKW4vpD9Ow,[goal]
122,0,40.42902721,-79.99429451,276.9945068,27,Ri47kAKdz0ChphRr9WGpMA,Head west on Cabot Way toward S 5th St
122,1,40.42907156,-79.99465613,277.0003052,43,yb1w12I5yeF9GWtN9uSNxA,Turn left onto S 5th St
122,2,40.42888618,-79.99500257,211.4192963,958,ug5rJ0ynSJPM8j49-rN8oQ,Turn right onto E Carson St
122,3,40.43264463,-80.00483066,299.7950134,440,DfxANHSkiicF2NLTHdeQDQ,Turn left onto Wabash Tunnel
122,4,40.43464233,-80.00894213,260.3674622,1468,-3JN-z_GevUaRm3ARvK4gQ,[goal]
123,0,40.43836807,-79.9943016,251.8852234,61,pzz2_W2UagCQFHQoj6IKig,Head west on Diamond St toward Forbes Ave
123,1,40.43816939,-79.99491383,232.3891602,197,4bLbafwyl6ya_8KO3JJB4g,Turn right onto Forbes Ave
123,2,40.43860617,-79.99706398,290.766449,341,hLp7w_-dgTwOIYKpnm8qBA,Turn left at the 2nd cross street onto Grant St
123,3,40.43623091,-79.9990447,218.4463654,776,1BCjCUgLmLxpFQzi8sqkkw,Turn right onto Fort Pitt Blvd
123,4,40.43911463,-80.00720281,291.2521057,220,XuAQybYmcdyyz5EAGXrS1Q,Slight right onto Commonwealth Pl
123,5,40.44072102,-80.00665927,31.88327408,1595,CI8N95e52Aj2Vp7osazntw,[goal]
124,0,40.42992427,-79.99681755,210.3136139,43,9hwjpAnGunvSI1WrokKYsg,Head southwest on Terminal Way toward E Carson St
124,1,40.42958009,-79.99701816,207.5666199,646,_YWl6zBvVwq4C8KiM7uXVQ,Turn right onto E Carson St
124,2,40.43197985,-80.00360881,295.3288879,508,X8npq9E-yWgQenLfXzEYQQ,Turn right onto Smithfield St Bridge
124,3,40.43602413,-80.00127444,33.79761505,221,IEOC5SJyXmAUuQ5puDCvsw,Continue onto Smithfield St
124,4,40.43782868,-80.00014384,34.1516304,1418,r_PAnR7naG-kbtRjAy4U3w,[goal]
125,0,40.43839893,-80.00180617,110.7117462,132,ELCmBflPhRHXc5_fSRlTnQ,Head southeast on Boulevard of the Allies toward Smithfield St
125,1,40.43788211,-80.00042429,110.2351761,52,mcdqPFPtunHD7N_HW5dHlQ,Turn left onto Smithfield St
125,2,40.43809512,-79.99996313,34.11411285,168,5FtG8B_0V7OCSgLjf3586g,Turn right at the 1st cross street onto Third Avenue
125,3,40.43764858,-79.99838012,111.128479,402,Y3Iw9N7nSXX2azGIhPGzhA,Turn left onto Grant St
125,4,40.44048337,-79.9960154,34.04653168,754,d41gBKuSrocxHT0EFnksBQ,[goal]
126,0,40.43723027,-79.99872252,121.3370438,137,LLJWT48hWQF0wj6HKn0_Tw,Head southeast on Second Avenue toward Grant St
126,1,40.43656078,-79.99735041,87.52587128,205,WfhwlvuNMS2IspX2v8Tqaw,Turn left onto Ross St
126,2,40.43810185,-79.99613298,26.96359253,185,CnLzvyUrDpztUxqgp_LP4Q,Turn right onto Forbes Ave
126,3,40.43803769,-79.99419084,92.27809906,61,Ao4VjhiCJYqzEqrNabhJPA,Turn right onto Shingiss St
126,4,40.43765666,-79.99397573,185.4287109,588,vKUrgOZ7wHV2MeksiFMcwA,[goal]
127,0,40.44063497,-80.00011236,110.6839905,202,dGf8WAFwNGcRes2V-xSzFQ,Head southeast on Fifth Ave toward Smithfield St
127,1,40.43980583,-79.99790247,110.6807251,232,NKlC0qbupe9eOC7Ysrxu9Q,Turn right onto Cherry Way
127,2,40.43806907,-79.99890708,214.0960846,434,vWtvEx7A21Opf45tIWjwZw,[goal]
128,0,40.43047113,-80.01519474,96.36742401,152,PV_wFzxNn-sZ8c1N6RKGkw,Head east on Omaha St toward Amabell St
128,1,40.43074854,-80.01391452,53.34552002,501,5kNUuLLOoqfA_ZYfUu9lWA,Turn left onto Merrimac St
128,2,40.43521041,-80.01299505,25.72613907,361,8HtzNVcw-CmJM2cfoGLr2w,Turn right onto Grandview Ave
128,3,40.43335037,-80.00990182,120.4199219,1014,Qvi8CVy-p3ZEFq_8EpbRIQ,[goal]
129,0,40.43233779,-80.01777655,97.99559784,337,WTblV6t-JcdIjVaQBPwDvQ,Head east on Virginia Ave toward Olympia Rd
129,1,40.43174451,-80.01391094,99.37480164,411,yHsV5OlGr4Sqp31D1T9cDg,Turn left onto Merrimac St
129,2,40.43521041,-80.01299505,25.72613907,325,8HtzNVcw-CmJM2cfoGLr2w,Turn right onto Grandview Ave
129,3,40.43360369,-80.01028232,123.2568054,1073,m-2Oph_nAPJcikMggsHXvw,[goal]
130,0,40.42727456,-80.0158215,33.91158676,153,899G66Mzjxj-82fRE4sOgA,Head northeast on Rubicon St toward Mann St
130,1,40.42822811,-80.01487288,110.7695007,444,X_VCOmqn5siBM4VkvZ6mjQ,Turn left onto Grace St
130,2,40.4306807,-80.01111778,48.54154205,211,QeOSKlWG8ZjafWzfBpMQ3w,Sharp left onto Woodruff St
130,3,40.43043202,-80.01310894,250.188324,578,z919YRfkCnah_yw4BMknig,Turn right onto Merrimac St
130,4,40.43521041,-80.01299505,25.72613907,203,8HtzNVcw-CmJM2cfoGLr2w,Turn left onto Grandview Ave
130,5,40.43600097,-80.014878,297.9645996,1589,azwTCCYVBVYzzN8py6LuJA,[goal]
131,0,40.43258766,-80.01128806,44.71643829,707,orvvuQ1BuAfYmDuk2QxAcg,Head northeast on Wabash Tunnel
131,1,40.43267853,-80.00520879,59.24322128,111,kLG2LlfO0CqZML9XvNnWVg,Turn right onto W Carson St
131,2,40.4322986,-80.00422609,119.7919464,523,zUAC-y0WMghbwNtcvA0mNg,Turn left onto Smithfield St Bridge
131,3,40.43602413,-80.00127444,33.79761505,65,IEOC5SJyXmAUuQ5puDCvsw,Continue onto Smithfield St
131,4,40.43657393,-80.0009463,20.46104813,165,3q6ibTHtxiKOzlwXzT0M5A,Turn left onto Fort Pitt Blvd
131,5,40.43730051,-80.00240077,290.8642273,1571,AcXd9fmhLECxxVv3wqMSSQ,[goal]
132,0,40.43739069,-79.99913993,111.1403122,34,UfGDZt1RgV4RcA0LWHoYHg,Head southeast on Boulevard of the Allies toward First Avenue
132,1,40.43726435,-79.99881339,111.4959183,147,qEW6kMi3Tovvlt9P1SzVTA,Slight right onto Second Avenue
132,2,40.43656078,-79.99735041,87.52587128,456,WfhwlvuNMS2IspX2v8Tqaw,Turn left onto Ross St
132,3,40.44017775,-79.99496297,30.24994087,89,HEpvsOt48rZDsGy9ymU-5A,Turn right onto Sixth Avenue
132,4,40.44008897,-79.9942591,159.0912018,92,iExZpOQqKpIP2u4_yNWt3A,Turn left onto Centre Ave
132,5,40.44019812,-79.9932925,316.2195435,818,sLHW7J8AqK0YEMlhdbc6lg,[goal]
133,0,40.44497464,-80.02936034,124.0954514,21,BEPJd2v0KddkMpHm9qejOQ,Head southeast on W Carson St toward Steuben St
133,1,40.44485369,-80.02918165,124.1036072,215,_2YQ7DBwvSjwtnVykqSdOQ,W Carson St turns slightly right and becomes Steuben St
133,2,40.44365228,-80.03045909,243.2763367,79,sCZ_Z_UJDm9giwOUAgyezQ,Turn left onto Short St
133,3,40.44307069,-80.03079497,172.0359344,39,lOU972mm3f_TnkrbtKtsEA,Turn left toward S Main St
133,4,40.4427452,-80.03062737,82.7515564,61,Tt_kLIEF8uAjHxQn6Tt44g,Merge onto S Main St
133,5,40.44290127,-80.02993002,83.25504303,415,kb3TI8tYIcCf7wckNYedcA,[goal]
134,0,40.44220831,-80.00411236,169.5358887,67,mf2FaaDFR5QsGrSnNlBzvA,Head south on Stanwix St toward Liberty Ave
134,1,40.44167038,-80.00396092,178.0992889,393,SANBbmdZcGYmPNC0ISVYYw,Continue straight to stay on Stanwix St
134,2,40.4384744,-80.005834,175.5979156,265,DVwFokvf4mmafBcPi4qY9A,Stanwix St turns left and becomes Fort Pitt Blvd
134,3,40.43731965,-80.0032212,108.9428406,20,rndQP2ZHJv0W-p_5lyFa9w,Take the Interstate 376 E ramp to Monroeville
134,4,40.43724571,-80.00300577,114.2272339,745,qhKM6JZW7MRX3vHoabCGWQ,[goal]
135,0,40.43382303,-80.02055627,14.24833012,499,kgYsmnn13W8quAMlTQFQfg,Head north on Oneida St toward Piermont St
135,1,40.43813698,-80.01944878,36.13290787,272,LfJPz4E0EgSNXqmzy8WoFA,Turn left onto Grandview Ave
135,2,40.43959631,-80.02179989,305.5933533,258,O7TPTQKQy413KdewRdZd5g,Turn left onto Augusta St
135,3,40.437723,-80.0228009,195.026886,78,#NAME?,Turn right onto Greenleaf St
135,4,40.43769461,-80.02356774,282.2451477,27,aJrT_3y1GIQ7tWgEfD2QeA,Turn right at the 2nd cross street onto Edith St
135,5,40.43780249,-80.02372521,10.84879303,1134,t-0Pr1BQpNWTESxpTaFzKQ,[goal]
136,0,40.4315741,-80.014594,191.8038483,105,aCb1Tq4qbZMX6lj92VA66w,Head south on Amabell St toward Omaha St
136,1,40.43056213,-80.01480514,191.7997742,74,jI3s4wSPyKf-XSbHS89g_Q,Turn right onto Omaha St
136,2,40.4304998,-80.01545195,276.3706665,164,RvYWy7vktNGeGI5wXabN5Q,Turn right onto Bigham St
136,3,40.43176407,-80.01545127,12.29384518,235,6R73S0o_MM9AQ9Vmewqhyw,Turn left at the 1st cross street onto Virginia Ave
136,4,40.4323536,-80.01789291,277.730072,255,YiPAcJEwYCPcivrlJZlMww,Turn right onto Rohm Way
136,5,40.43446375,-80.0174953,16.89403343,833,2jXVt5D_YVCy4pNH8TSrDQ,[goal]
137,0,40.4354805,-80.01380601,191.5227051,386,WXYgeQh8z6vavtpu8fswoQ,Head south on Amabell St toward W Sycamore St
137,1,40.43201209,-80.01450511,190.9572449,357,HjDcvhcT-JmQ7yF-DOqXyA,Turn right at the 2nd cross street onto Virginia Ave
137,2,40.43243125,-80.01844287,278.2579956,288,Omb8mTK2r9QtUtBSnhIW3g,Turn left onto Hallock St
137,3,40.43015216,-80.01941952,197.0193481,1031,A80Z-05Jr9T5Ox4F5oFZEA,[goal]
138,0,40.43348876,-80.03116872,118.2364273,122,yWm-TCnrOCKbRuOV0cr-EQ,Head southeast on Woodville Ave toward Minnotte Square
138,1,40.43273321,-80.0301638,140.9095306,99,bDlbw36Y1MvvP-r4jb1BwQ,Turn left onto Minnotte Square
138,2,40.43299215,-80.02929867,62.36732483,193,DDqjS4vfFDdaQJe6IAW5Gw,Continue onto Shaler St
138,3,40.43415388,-80.02754816,34.78956604,414,x4rHwL2l8v62KKZXbhzkjg,[goal]
139,0,40.43307473,-80.01540699,96.4756012,152,rSKAl9RBm1DK4ciUsajjjQ,Head east on W Sycamore St toward Bigham St
139,1,40.4328721,-80.01363189,96.8283844,111,-6n4QZJe6qnlJ9vpznhiEw,Turn left at the 3rd cross street onto Merrimac St
139,2,40.43365017,-80.01330046,10.97770119,263,VKOmHa6D2kG6COtgHZY-nA,[goal]
140,0,40.43544993,-80.01773663,210.1144104,323,oiEOo9RgQI1CuqN2jqo_1Q,Head south on Hallock St toward Piermont St
140,1,40.43264372,-80.01862721,197.0064697,847,NU_Tz-M5GcnYi8eM7J50wQ,Turn left at the 2nd cross street onto Virginia Ave
140,2,40.43054423,-80.00936332,117.4968796,66,m4tQtZ7v8i3x1qohI5VM2g,Turn right onto Guerdon Way
140,3,40.43011468,-80.00940854,220.8828278,1236,F7fWQLfFlGA5AHAGp_SgPA,[goal]
141,0,40.43256937,-80.01528483,191.128479,49,WVQDjs2qfaKxTJ--2XiYVw,Head south on Bigham St toward Beam Way
141,1,40.4321646,-80.01536621,191.620697,464,EGRcUsQ821IteqOPnFfpag,Turn right onto Virginia Ave
141,2,40.43272412,-80.02060105,277.2664185,484,Pm-Zuc4NQ1CMyr1Dt-KlzA,Turn right onto Oneida St
141,3,40.43686109,-80.01983972,14.50866318,44,R1_ovcRyAlnq74LeM-5dzQ,Turn left onto Basil Way
141,4,40.43706707,-80.02004974,277.3075562,1041,LFqp6zwgnLE4Z1uTy6udQw,[goal]
142,0,40.43218159,-80.01359282,191.7943726,34,9hdyyqHs3pl7YxPgDmWD8w,Head south on Merrimac St toward Virginia Ave
142,1,40.43192226,-80.01364699,191.7777863,290,pHBSLAL0iBxmUf0cu-beLA,Turn right onto Virginia Ave
142,2,40.43219087,-80.0168033,278.3255615,203,2NFN5GaUPSjRAfg70bDFTw,Turn right onto Sewer Way
142,3,40.43385258,-80.01662577,14.47300816,527,EU9w7fAehO6yNKKJ3PpLhQ,[goal]
143,0,40.43672839,-79.99436081,9.906861305,128,8LV17ZmQU3q2tGJhNN9d7w,Head north on Crosstown Blvd toward Forbes Ave
143,1,40.43787492,-79.99417155,4.91074419,276,wi5sMgLjErDg4BprQ4TLWA,Turn left onto Forbes Ave
143,2,40.43860617,-79.99706398,290.766449,341,hLp7w_-dgTwOIYKpnm8qBA,Turn left onto Grant St
143,3,40.43623091,-79.9990447,218.4463654,232,1BCjCUgLmLxpFQzi8sqkkw,Take the ramp to I-376 / Fort Pitt Bridge / Airport
143,4,40.43675038,-80.00139321,305.369812,849,AuFI3zAdY8zgBSd7igJv5Q,Merge onto I-376 W
143,5,40.43939663,-80.01045328,241.4045868,1826,7miRhfVWnF06elccmkpLmQ,[goal]
144,0,40.43455931,-80.01617134,278.0252075,38,zor0Ntpy1tteDia7gRCGog,Head west on Piermont St toward Olympia St
144,1,40.43463019,-80.01665478,278.7053223,268,BvS9BNbOoCqKaAMbfy64gA,Turn left at the 1st cross street onto Olympia St
144,2,40.43244331,-80.01755211,196.9647369,337,22yRcrpMB8P7vSVCGG91OQ,Turn left onto Virginia Ave
144,3,40.43174451,-80.01391094,99.37480164,128,yHsV5OlGr4Sqp31D1T9cDg,Turn right onto Merrimac St
144,4,40.43072369,-80.01370568,178.8740234,778,sny7EdsBCJXgdnouLjbB6A,Turn right onto Woodruff St
144,5,40.42585596,-80.01971552,256.0616455,1549,DxhROeYSfpf6pZ6askywQA,[goal]
145,0,40.42636416,-80.01248626,270.8891602,40,3JsMm3uxLy2BKIqQuA5bJQ,Head west on Bangor St toward Natchez St
145,1,40.4263701,-80.01286896,270.9009399,515,QJ8Mic7qLrwHTtTLyG7KJQ,Turn right onto Natchez St
145,2,40.42922717,-80.0095459,83.96905518,116,yxCSSgbcUw9m_297mrrBlw,Turn left onto Cuthbert St
145,3,40.42997496,-80.0086588,41.6334877,909,vbIcnKsGiROKr2lZkFW7rQ,Turn left onto Virginia Ave
145,4,40.43243125,-80.01844287,278.2579956,73,Omb8mTK2r9QtUtBSnhIW3g,Turn left onto Hallock St
145,5,40.43199327,-80.01883314,197.8851013,1653,mMgfDvOgUbqmk2t9JqBGjg,[goal]
146,0,40.43538746,-80.01318461,96.95349121,683,thn9MpiBtClRmYoqzr06gA,Head east on Grandview Ave toward Ulysses St
146,1,40.43165607,-80.00682239,117.6016388,327,TQQb4qyhIlGB3qD5zG2gfQ,Turn right onto Shiloh St
146,2,40.42900578,-80.0072924,175.3001099,71,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
146,3,40.42869168,-80.0078809,258.2825928,1081,RMvvgA8fU-3mNSnq8zfcqQ,[goal]
147,0,40.4326705,-80.01437766,190.9719696,76,mdEWqs-qQjkZtLk1_cmsOQ,Head south on Amabell St toward Virginia Ave
147,1,40.43201209,-80.01450511,190.9572449,678,HjDcvhcT-JmQ7yF-DOqXyA,Turn left at the 1st cross street onto Virginia Ave
147,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
147,3,40.42900578,-80.0072924,175.3001099,481,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
147,4,40.4254281,-80.0094936,204.0820007,1306,sOSKuFeomYUn3d0Cjh5wFw,[goal]
148,0,40.4291886,-79.99944402,113.193779,640,Yu838F1njXjmwhv_AzpOcQ,Head southeast on Liberty Bridge toward Liberty Tunnel
148,1,40.43398445,-79.99594083,34.7911911,465,sDZI8QChbhPsBVLGUt45JQ,Liberty Bridge turns slightly right and becomes Crosstown Blvd
148,2,40.43787492,-79.99417155,4.91074419,688,wi5sMgLjErDg4BprQ4TLWA,Turn left onto Forbes Ave
148,3,40.44027808,-80.00130081,289.9050903,1793,hehdpuQjiJDLtAU7bS6xfQ,[goal]
149,0,40.43459765,-80.03071096,299.3805542,688,7HQFFIRx1-rqob0dKNMPeA,Head northwest on Saw Mill Run Blvd
149,1,40.43996541,-80.03224613,42.00161743,471,QV-4h0cSKuOq4F6hB6rRPw,Take the Hwy 51 / State Rte 837 / Mckees Rocks West End ramp
149,2,40.44318224,-80.02872967,49.25786972,49,E7iFJPOcfgWKcR6Tzyg4UA,Merge onto S Main St
149,3,40.44347645,-80.02830635,66.65962219,569,wVvNJkm_2DmbkPGdw7YIew,Turn right onto Greenleaf St
149,4,40.4394553,-80.03135611,218.0725708,1777,HXtQGM1n2wz968NPeIC0ng,[goal]
150,0,40.43653465,-80.00040211,291.4889221,24,9wKdunBDqK5WkXHSmXoD8Q,Head northwest on Fort Pitt Blvd toward Smithfield St
150,1,40.43662971,-80.00064349,291.9038696,185,Dzdm54AdT0OtE1OQwyV6Fg,Turn right at the 1st cross street onto Smithfield St
150,2,40.43809512,-79.99996313,34.11411285,88,5FtG8B_0V7OCSgLjf3586g,Turn left at the 3rd cross street onto Third Avenue
150,3,40.43846923,-80.000587,290.8163147,297,kOOBlCI12cs3gbE2lta4Lg,[goal]
151,0,40.43598369,-80.01703789,16.41203117,38,Tz1hShmy8He7kpOkbnsCPw,Head north on Rohm Way toward Piado Way
151,1,40.43631378,-80.01694422,15.20647049,48,518FZ6Kr90d-C46VSeN6qQ,Turn right onto Piado Way
151,2,40.43643976,-80.01659404,100.1997986,36,-3uqfNjLEUeMf5oJhEqHHg,Turn left onto Olympia St
151,3,40.43651714,-80.01630553,19.47947311,428,ssYFI-fYRMw7FhfDAJ3tXg,Turn right onto Grandview Ave
151,4,40.43502159,-80.01206619,128.8230896,202,h-3Vi7MXzJdIv3Me8XdlSA,Turn right onto Ulysses St
151,5,40.43330103,-80.01239054,197.7781982,752,Vr3ezFlZNB3r9gYeFO1_mg,[goal]
152,0,40.43265864,-80.01639186,191.7916718,39,mA-enbPCvNNZzPWPRspkpQ,Head south on Labelle St toward Virginia Ave
152,1,40.43231528,-80.01646497,192.258728,847,l-_lSZ-lmU7NXo4evsOeWQ,Turn left onto Virginia Ave
152,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
152,3,40.42900578,-80.0072924,175.3001099,295,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
152,4,40.42705239,-80.00895211,184.4389496,1252,3xBZaaUK877tjKQ7ELbFsQ,[goal]
153,0,40.44238341,-80.03343457,69.84642029,3,yQ3jYo2z9lV3ClOj8QK09g,Head northeast on Steuben St toward Sanctus St
153,1,40.44238341,-80.03343457,70.04768372,112,yQ3jYo2z9lV3ClOj8QK09g,Turn right onto Sanctus St
153,2,40.44162142,-80.03290679,149.2440643,115,AXXsHQXsN33ct5VzRy869A,[goal]
154,0,40.43838722,-80.02264693,12.23653317,138,V1M5T8L4ZJ3uXfl90aHmnw,Head north on Augusta St toward Rutledge St
154,1,40.43957269,-80.02205699,42.49229813,486,0XYAEAvBKjdKsGDnFaskiA,Turn right onto Grandview Ave
154,2,40.43732982,-80.01738253,117.7479477,278,89abqKuuAbjjsczWmJYeyQ,Turn right onto Hallock St
154,3,40.43497974,-80.01792157,196.7495575,26,559pRjUOKqCTkG9ZoM_Rog,Turn right onto Piermont St
154,4,40.43483067,-80.01808672,277.9959717,928,b51JrHRBz0Ulx6OUGR_Rlg,[goal]
155,0,40.43289528,-80.0218201,98.32277679,534,Umb5DTCZvQ4icXm0-XSz9g,Head east on Virginia Ave toward Pitcher Way
155,1,40.43200956,-80.01558938,98.19570923,237,BMfFHf5Q8pdgewINns3ZWw,Turn left onto Bigham St
155,2,40.43389634,-80.01500698,12.22862339,771,NUX0Ienx9MMsx4iNigeSTA,[goal]
156,0,40.43596758,-80.02657391,220.372757,394,9IKx2zsrZmHEGiQIcFvYew,Head southwest on Shaler St toward Wabash St
156,1,40.4330903,-80.02911145,242.6479187,58,5Ruj4tnORzAanht-rIIWQQ,Turn left at the 1st cross street onto Wabash St
156,2,40.432732,-80.02896389,136.1357727,63,5EXDTl5LOxV-IhUjwvjmRg,Turn left toward Saw Mill Run Blvd
156,3,40.43275932,-80.0284227,102.9820099,63,nNLkuc3ySiD3pqy2m9U1qQ,Turn right onto Saw Mill Run Blvd
156,4,40.43236484,-80.0279302,145.091095,582,VeNBua7bWu6i5fMha7EgjQ,Slight right onto US-19 S  (signs for Carnegie / Airport / I-376 W )
156,5,40.42786268,-80.03061586,207.5367584,1160,1xq8_KXCCnitoFl-jxnrUg,[goal]
157,0,40.43310878,-80.01245214,197.7736053,28,Vr3ezFlZNB3r9gYeFO1_mg,Head south on Ulysses St toward W Sycamore St
157,1,40.43284666,-80.01253608,197.7800751,853,X6wUH2L2TqOz03ZpHYS6Ew,Turn left at the 1st cross street onto W Sycamore St
157,2,40.42868579,-80.00468741,61.73373032,508,VEy0Rd1KCjqFTVcHVboS3Q,Turn left onto E Sycamore St
157,3,40.43013207,-80.00071132,48.79882431,108,-1Xx8Po-qqEaUkJ5AD7WQw,Turn left onto Arlington Ave
157,4,40.43080076,-80.00137956,326.8569336,335,mL7pHDbxEytcqro8Z0UfOQ,Sharp right onto E Carson St
157,5,40.4297532,-79.99805955,108.7373276,1832,W7ZcPZn9SDVl41Ujdc_Ejg,[goal]
158,0,40.43675679,-80.01874903,194.1798096,74,5SvTYLRAogWhV06qfFLV6w,Head south on Cohassett St toward Pawn St / Pawnee St
158,1,40.4363317,-80.01845976,98.3572998,141,5fcBfu45cnEzW1gxsoJ6xQ,Turn left onto Meridan St
158,2,40.43731529,-80.01779728,25.35289764,475,6vixMpwSskjnrGCAr5lcaA,Turn right onto Grandview Ave
158,3,40.43538746,-80.01318461,96.95349121,69,thn9MpiBtClRmYoqzr06gA,Turn left onto P. J. McArdle Roadway
158,4,40.4355538,-80.01251424,110.6580887,759,6z7dxCDAGIjsThIcBvUDFQ,[goal]
159,0,40.42724028,-79.99432873,295.6863403,608,xMv_fQstvv2U8d3TAaaMlg,Head northwest on Arlington Ave toward William St
159,1,40.43017678,-80.00035646,296.5065613,769,LaXIRWsSGDRmAVzxkt108w,Turn left onto E Sycamore St
159,2,40.43019283,-80.00629403,294.8192749,153,868JNHIqGbK5vwQCGqeOBg,Turn left onto Wyoming St
